infector,infectee,time_step
0,181,1
181,432,2
181,455,2
455,182,3
432,230,3
432,460,3
230,1,4
182,285,4
182,362,4
1,54,5
285,139,5
1,465,5
139,174,6
465,470,6
174,57,7
174,102,7
470,119,7
119,11,8
57,148,8
11,187,9
11,240,9
148,397,9
187,13,10
240,361,10
13,58,11
361,112,11
13,238,11
361,261,11
13,367,11
112,335,12
238,403,12
335,216,13
335,222,13
335,274,13
274,27,14
