index,x,y,is_super,final_state,secondary_infections
444,8.088326,4.180850,0,0,0
445,9.222116,5.212627,0,0,0
446,9.399734,1.281539,0,0,0
447,2.779597,4.136672,0,0,0
448,1.774235,4.133517,0,0,0
449,8.925331,7.038164,0,0,0
450,4.786199,7.557961,0,0,0
451,5.716771,7.598567,0,0,0
452,2.331163,0.927141,0,0,0
453,3.545847,8.912077,0,0,0
454,8.586846,5.074599,0,0,0
455,7.746303,0.582040,0,2,1
456,1.705420,4.793318,0,0,0
457,3.079168,1.344157,0,0,0
458,4.541698,1.300545,0,0,0
459,4.603889,9.567507,0,0,0
460,8.788142,0.497371,0,2,0
461,2.610844,0.568760,0,0,0
462,6.177466,6.844342,0,0,0
463,2.591285,8.517365,0,0,0
464,2.784414,7.346052,0,0,0
465,8.990991,0.964101,0,2,1
466,7.774438,4.035923,0,0,0
467,9.316002,2.887711,0,0,0
468,6.975647,4.721608,0,0,0
469,3.997288,2.630710,0,0,0
470,9.004742,1.457886,0,2,1
471,4.159032,9.939724,0,0,0
472,9.921128,0.919402,0,0,0
473,0.071730,6.389883,0,0,0
474,2.915189,6.724845,0,0,0
475,1.486057,6.806786,0,0,0
476,4.820567,8.223112,0,0,0
