index,x,y,is_super,final_state,secondary_infections
392,3.452429,0.475782,1,2,0
393,4.178835,8.846860,0,2,2
394,1.979119,9.844764,0,2,0
395,3.077693,6.202865,0,2,0
396,9.191685,2.533643,0,2,0
397,4.363867,5.508927,0,2,0
398,9.035747,1.707299,1,2,0
399,7.712034,2.857012,1,2,1
400,4.905073,1.818700,0,2,0
401,9.032967,2.673265,0,2,0
402,4.266748,6.167938,1,2,0
403,5.733914,3.309341,0,2,0
404,3.251107,2.719888,0,2,0
405,1.167058,3.686261,1,2,1
406,5.770516,5.153754,0,2,0
407,2.401524,1.541146,0,2,0
408,0.890895,0.634463,0,2,0
409,3.088958,5.289356,0,2,0
410,0.495855,0.300510,0,2,0
411,4.116532,8.800395,0,2,0
412,4.850044,5.660822,1,2,6
413,6.612041,1.032956,0,2,0
414,3.536016,5.841579,0,2,2
415,4.288545,4.966303,0,2,0
416,2.309372,1.752939,0,2,0
417,6.687832,7.446490,0,2,2
418,3.164599,3.860680,1,2,1
419,8.718263,2.401386,1,2,2
420,9.947140,1.831224,1,2,2
421,5.757461,8.327107,0,2,0
422,8.276968,0.868432,0,2,1
423,1.585288,3.261246,0,2,0
424,4.438860,0.331684,0,2,0
425,3.591533,0.466255,0,2,0
426,1.691224,5.988427,0,2,0
427,3.251437,9.629898,1,2,1
428,1.411726,3.495906,0,2,0
429,4.668776,4.807943,0,2,0
430,0.691189,2.788581,0,2,1
431,2.335141,3.592376,1,2,7
432,4.282144,0.468198,0,2,4
433,5.265047,2.511110,0,2,0
434,8.529092,0.464519,1,2,0
435,5.299753,2.711010,0,2,4
436,2.019506,0.070176,0,2,0
437,8.980950,9.458804,1,2,1
438,7.726045,7.129846,0,2,0
439,5.822508,4.923542,1,2,0
440,1.533175,1.717404,0,2,0
441,2.005095,3.959047,0,2,1
442,4.682538,0.377506,0,2,0
443,6.306993,4.128175,0,2,1
444,3.461848,6.912439,0,2,0
445,5.692898,7.522759,1,2,5
446,4.929262,6.044578,0,2,0
447,9.178549,5.921868,0,2,0
448,4.362876,9.589900,0,2,1
449,1.171983,3.367870,1,2,0
450,9.506091,0.655978,0,2,0
451,7.326231,8.997566,0,2,0
452,2.236184,0.080737,0,2,0
453,0.053891,9.821706,0,2,1
454,6.047185,9.370617,0,2,1
455,7.390511,2.770814,0,2,0
456,0.183025,1.770158,0,2,0
457,2.694795,5.787704,0,2,2
458,9.140872,1.656232,0,2,0
459,4.781059,4.661494,0,2,0
460,3.302535,5.272515,1,2,1
461,3.047418,7.245416,0,2,0
462,2.899946,6.155931,0,2,0
463,3.055600,0.641746,0,2,3
464,2.707317,0.436915,0,2,1
465,1.247233,3.204126,0,2,0
466,3.298781,4.663388,1,2,2
467,8.850878,7.188652,0,2,1
468,3.860155,5.254923,0,2,0
469,2.042800,2.848406,0,2,1
470,7.461318,2.786969,0,2,0
471,3.808779,2.811366,0,2,1
472,3.182161,1.953156,0,2,1
473,0.563527,1.076447,1,2,7
474,4.211373,4.491827,0,2,0
475,7.694689,1.475210,1,2,2
476,8.901306,5.392098,1,2,7
